Player,2022 Salary,2022 Signing,G,GS,MIN,PTS,FGM,FGA,FG%,2PM,2PA,2P%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,TOV,STL,BLK,PF
Nikolina Milic  N Milic,"$31,882",Hardship,31,4,11.7,6.0,2.4,4.4,54.8%,2.2,3.6,60.2%,0.2,0.7,27.3%,1.0,1.4,73.8%,1.5,1.5,3.0,0.7,1.4,0.3,0.3,1.8
Nikolina Milic  N Milic,"$10,477",UFA,31,4,11.7,6.0,2.4,4.4,54.8%,2.2,3.6,60.2%,0.2,0.7,27.3%,1.0,1.4,73.8%,1.5,1.5,3.0,0.7,1.4,0.3,0.3,1.8
Kristi Toliver  K Toliver,"$196,100",--,11,10,19.8,5.9,1.7,4.6,37.3%,0.5,1.4,40.0%,1.2,3.3,36.1%,1.3,1.5,87.5%,0.0,0.8,0.8,3.1,2.3,0.4,0.0,1.3
Sparkle Taylor  S Taylor,"$3,592",Hardship,2,0,12.3,5.5,2.5,3.0,83.3%,2.5,2.5,100.0%,0.0,0.5,0.0%,0.5,0.5,100.0%,0.0,1.0,1.0,0.0,0.5,0.0,0.0,1.5
Crystal Dangerfield  C Dangerfield,"$2,694",Hardship,33,27,21.5,5.5,2.0,5.0,39.8%,1.3,2.9,45.3%,0.7,2.2,32.4%,0.8,1.0,73.5%,0.4,1.6,2.0,2.6,0.9,0.5,0.1,1.3
Crystal Dangerfield  C Dangerfield,"$16,166",Hardship,33,27,21.5,5.5,2.0,5.0,39.8%,1.3,2.9,45.3%,0.7,2.2,32.4%,0.8,1.0,73.5%,0.4,1.6,2.0,2.6,0.9,0.5,0.1,1.3
Crystal Dangerfield  C Dangerfield,"$25,745",UFA,33,27,21.5,5.5,2.0,5.0,39.8%,1.3,2.9,45.3%,0.7,2.2,32.4%,0.8,1.0,73.5%,0.4,1.6,2.0,2.6,0.9,0.5,0.1,1.3
Kennedy Burke  K Burke,"$36,428",--,16,4,13.9,5.4,2.1,4.6,44.6%,1.4,2.6,52.4%,0.7,2.0,34.4%,0.6,1.1,58.8%,0.5,1.7,2.2,0.4,0.5,1.0,0.3,1.1
Elizabeth Williams  E Williams,"$90,000",UFA,30,0,14.9,5.4,2.3,4.7,48.2%,2.3,4.7,48.2%,0.0,0.0,--,0.8,1.4,58.1%,1.5,2.3,3.8,0.5,0.6,0.6,0.6,1.5
Destanni Henderson  D Henderson,"$63,389",Rookie,36,5,16.4,5.3,2.0,4.9,40.1%,1.3,2.9,42.5%,0.7,2.0,36.6%,0.6,0.9,71.9%,0.8,0.8,1.6,2.5,1.7,0.8,0.1,0.9
Natalie Achonwa  N Achonwa,"$160,000",UFA,22,0,15.1,5.3,2.1,4.1,51.6%,2.1,4.0,52.8%,0.0,0.1,0.0%,1.0,1.2,81.5%,1.1,3.0,4.1,1.7,1.0,0.4,0.3,1.6
Emily Engstler  E Engstler,"$72,141",Rookie,35,6,18.2,5.2,2.1,5.2,39.6%,1.6,3.9,40.9%,0.5,1.3,35.6%,0.6,1.1,55.3%,2.1,3.1,5.2,1.5,1.4,0.7,1.1,3.1
Damiris Dantas  D Dantas,"$129,150",--,15,15,17.4,5.1,1.9,6.1,30.4%,0.8,2.1,38.7%,1.1,4.1,26.2%,0.3,0.4,83.3%,0.7,3.1,3.8,1.9,1.1,0.2,0.1,1.2
Stephanie Talbot  S Talbot,"$72,141",RFA,34,1,16.1,5.0,1.9,4.1,46.4%,1.0,1.9,53.8%,0.9,2.1,39.7%,0.4,0.7,58.3%,0.7,2.5,3.1,1.3,1.1,0.7,0.3,1.3
Tyasha Harris  T Harris,"$73,211",--,35,5,15.8,5.0,2.0,4.7,41.8%,1.5,3.2,46.8%,0.5,1.5,31.5%,0.5,0.7,79.2%,0.2,0.7,0.9,2.8,1.1,0.4,0.1,1.0
Tianna Hawkins  T Hawkins,"$72,141",UFA,25,0,12.8,4.9,1.8,4.6,38.6%,1.2,2.4,49.2%,0.6,2.1,26.4%,0.8,0.8,95.2%,0.6,1.8,2.4,0.8,1.2,0.4,0.1,1.7
Kaela Davis  K Davis,"$2,143",Hardship,7,0,7.8,4.9,1.9,3.0,61.9%,1.3,2.1,60.0%,0.6,0.9,66.7%,0.6,0.7,80.0%,0.4,0.9,1.3,0.1,0.9,0.3,0.0,1.3
Kaela Davis  K Davis,"$5,357",Hardship,7,0,7.8,4.9,1.9,3.0,61.9%,1.3,2.1,60.0%,0.6,0.9,66.7%,0.6,0.7,80.0%,0.4,0.9,1.3,0.1,0.9,0.3,0.0,1.3
Kaela Davis  K Davis,"$7,500",UFA,7,0,7.8,4.9,1.9,3.0,61.9%,1.3,2.1,60.0%,0.6,0.9,66.7%,0.6,0.7,80.0%,0.4,0.9,1.3,0.1,0.9,0.3,0.0,1.3
Kaela Davis  K Davis,"$1,607",UFA,7,0,7.8,4.9,1.9,3.0,61.9%,1.3,2.1,60.0%,0.6,0.9,66.7%,0.6,0.7,80.0%,0.4,0.9,1.3,0.1,0.9,0.3,0.0,1.3
Michaela Onyenwere  M Onyenwere,"$68,552",Rookie,34,1,13.7,4.7,1.4,3.8,37.7%,1.0,2.4,42.5%,0.4,1.5,30.0%,1.4,1.6,83.6%,0.4,1.7,2.1,0.4,0.7,0.4,0.2,2.0
Destiny Slocum  D Slocum,"$4,041",Hardship,3,0,13.7,4.7,1.3,3.7,36.4%,0.3,0.7,50.0%,1.0,3.0,33.3%,1.0,1.7,60.0%,0.0,1.3,1.3,1.3,1.7,0.0,0.0,1.3
Naz Hillmon  N Hillmon,"$63,389",Rookie,34,12,19.8,4.4,1.7,3.6,48.0%,1.7,3.6,48.8%,0.0,0.1,0.0%,0.9,1.1,82.1%,1.5,3.5,5.1,1.2,1.2,0.6,0.3,1.5
Alanna Smith  A Smith,"$19,285",UFA,9,1,12.8,4.3,1.6,4.7,33.3%,0.9,1.9,47.1%,0.7,2.8,24.0%,0.6,0.8,71.4%,0.9,1.8,2.7,0.6,0.9,0.9,0.7,1.9
Bridget Carleton  B Carleton,"$72,141",Reserved,36,2,16.8,4.3,1.5,3.7,40.3%,0.7,1.4,48.1%,0.8,2.3,35.4%,0.5,0.7,73.1%,0.3,1.8,2.1,1.1,0.6,0.4,0.1,1.6
Brianna Turner  B Turner,"$72,141",--,35,35,33.4,4.3,1.9,3.2,60.7%,1.9,3.2,60.7%,0.0,0.0,--,0.4,0.9,50.0%,2.0,4.8,6.8,2.3,1.4,1.3,1.6,2.3
Dana Evans  D Evans,"$62,774",Rookie,33,1,11.5,4.3,1.5,3.9,37.7%,0.8,1.9,42.9%,0.7,2.0,32.8%,0.7,0.8,88.0%,0.2,0.7,0.8,1.2,0.8,0.3,0.1,0.9
Yvonne Turner  Y Turner,"$2,143",Hardship,9,2,15.4,4.0,1.3,4.1,32.4%,1.0,3.3,30.0%,0.3,0.8,42.9%,1.0,1.2,81.8%,0.3,1.2,1.6,2.0,1.4,0.3,0.0,1.3
Olivia Nelson-Ododa  O Nelson-Ododa,"$63,389",Rookie,30,6,14.5,4.0,1.6,2.8,56.0%,1.6,2.8,56.0%,0.0,0.0,--,0.9,1.2,70.3%,1.1,1.8,2.9,0.4,1.0,0.3,0.8,2.6
Theresa Plaisance  T Plaisance,"$72,141",UFA,31,2,12.9,4.0,1.4,3.7,37.1%,0.4,0.9,44.4%,1.0,2.9,34.8%,0.2,0.3,70.0%,0.5,2.1,2.6,0.5,0.6,0.3,0.4,1.3
Yvonne Turner  Y Turner,"$5,357",Hardship,9,2,15.4,4.0,1.3,4.1,32.4%,1.0,3.3,30.0%,0.3,0.8,42.9%,1.0,1.2,81.8%,0.3,1.2,1.6,2.0,1.4,0.3,0.0,1.3
Yvonne Turner  Y Turner,"$3,750",Hardship,9,2,15.4,4.0,1.3,4.1,32.4%,1.0,3.3,30.0%,0.3,0.8,42.9%,1.0,1.2,81.8%,0.3,1.2,1.6,2.0,1.4,0.3,0.0,1.3
Epiphanny Prince  E Prince,"$115,000",UFA,33,0,12.3,3.9,1.3,3.8,35.5%,0.7,2.0,35.4%,0.6,1.8,35.6%,0.6,0.8,84.0%,0.2,0.8,1.0,1.8,0.5,0.6,0.1,0.9
Lexie Hull  L Hull,"$69,224",Rookie,26,4,12.9,3.8,1.1,4.0,26.7%,0.8,2.4,32.3%,0.3,1.7,18.6%,1.4,1.5,90.0%,0.4,1.1,1.5,0.7,0.7,0.6,0.1,1.8
Iliana Rupert  I Rupert,"$37,420",Rookie,17,0,13.1,3.8,1.5,3.2,46.3%,0.6,0.9,68.8%,0.8,2.2,36.8%,0.1,0.2,33.3%,0.6,1.6,2.3,0.9,0.5,0.4,0.0,2.1
Jantel Lavender  J Lavender,"$114,000",UFA,27,4,12.2,3.8,1.7,4.1,40.9%,1.5,3.2,46.5%,0.2,0.9,20.8%,0.3,0.4,66.7%,1.0,2.3,3.3,0.9,0.9,0.1,0.1,1.1
Jantel Lavender  J Lavender,"$72,141",UFA,27,4,12.2,3.8,1.7,4.1,40.9%,1.5,3.2,46.5%,0.2,0.9,20.8%,0.3,0.4,66.7%,1.0,2.3,3.3,0.9,0.9,0.1,0.1,1.1
Megan Gustafson  M Gustafson,"$72,141",UFA,33,0,9.6,3.8,1.5,2.8,54.9%,1.2,2.0,58.5%,0.4,0.8,46.2%,0.4,0.5,76.5%,0.5,1.4,1.9,0.5,0.7,0.2,0.2,1.9
Briann January  B January,"$140,000",UFA,36,5,16.9,3.7,1.3,3.4,37.7%,0.6,1.3,47.9%,0.6,2.1,31.1%,0.5,0.6,82.6%,0.2,0.8,1.0,2.4,1.5,0.6,0.2,1.6
Alaina Coates  A Coates,"$24,999",UFA,8,0,9.4,3.5,0.9,1.4,63.6%,0.9,1.4,63.6%,0.0,0.0,--,1.8,1.9,93.3%,0.8,1.3,2.0,0.3,0.6,0.3,0.4,2.3
Jennie Simms  J Simms,"$8,083",Hardship,23,4,13.2,3.4,1.3,2.7,47.6%,1.1,1.9,59.1%,0.2,0.8,21.1%,0.7,0.8,78.9%,0.6,1.7,2.2,0.9,1.0,0.5,0.0,1.7
Jennie Simms  J Simms,"$10,477",UFA,23,4,13.2,3.4,1.3,2.7,47.6%,1.1,1.9,59.1%,0.2,0.8,21.1%,0.7,0.8,78.9%,0.6,1.7,2.2,0.9,1.0,0.5,0.0,1.7
Jennie Simms  J Simms,"$12,573",UFA,23,4,13.2,3.4,1.3,2.7,47.6%,1.1,1.9,59.1%,0.2,0.8,21.1%,0.7,0.8,78.9%,0.6,1.7,2.2,0.9,1.0,0.5,0.0,1.7
Megan Walker  M Walker,"$24,996",--,12,0,9.6,3.3,1.2,3.2,36.8%,0.6,1.6,36.8%,0.6,1.6,36.8%,0.3,0.5,66.7%,0.3,0.5,0.8,0.4,1.0,0.3,0.0,0.7
Yvonne Anderson  Y Anderson,"$23,350",UFA,11,0,9.2,3.2,1.1,2.4,46.2%,0.7,1.5,50.0%,0.4,0.9,40.0%,0.6,0.6,100.0%,0.3,0.5,0.8,1.1,1.0,0.3,0.2,1.3
Bria Hartley  B Hartley,"$23,000",UFA,13,0,9.5,3.0,1.1,2.8,37.8%,0.5,1.5,35.0%,0.5,1.3,41.2%,0.3,0.5,66.7%,0.1,0.8,0.9,1.1,0.8,0.3,0.0,0.5
Bria Hartley  B Hartley,"$175,911",--,13,0,9.5,3.0,1.1,2.8,37.8%,0.5,1.5,35.0%,0.5,1.3,41.2%,0.3,0.5,66.7%,0.1,0.8,0.9,1.1,0.8,0.3,0.0,0.5
Karlie Samuelson  K Samuelson,"$3,214",Hardship,1,0,10.2,3.0,1.0,3.0,33.3%,0.0,0.0,--,1.0,3.0,33.3%,0.0,0.0,--,0.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0
Julie Allemand  J Allemand,"$61,049",--,25,4,16.1,3.0,1.0,2.4,41.7%,0.6,1.2,55.2%,0.4,1.2,29.0%,0.6,0.7,83.3%,0.4,1.2,1.6,3.4,1.3,0.6,0.1,0.9
Evina Westbrook  E Westbrook,"$26,344",UFA,20,2,10.2,2.8,1.0,2.7,37.7%,0.8,1.7,45.5%,0.3,1.0,25.0%,0.6,0.8,73.3%,0.1,1.0,1.0,1.2,0.8,0.4,0.4,0.9
Evina Westbrook  E Westbrook,"$12,573",UFA,20,2,10.2,2.8,1.0,2.7,37.7%,0.8,1.7,45.5%,0.3,1.0,25.0%,0.6,0.8,73.3%,0.1,1.0,1.0,1.2,0.8,0.4,0.4,0.9
Evina Westbrook  E Westbrook,"$16,764",UFA,20,2,10.2,2.8,1.0,2.7,37.7%,0.8,1.7,45.5%,0.3,1.0,25.0%,0.6,0.8,73.3%,0.1,1.0,1.0,1.2,0.8,0.4,0.4,0.9
Awak Kuier  A Kuier,"$71,441",Rookie,33,0,12.6,2.8,1.0,2.6,39.5%,0.9,2.0,46.2%,0.1,0.6,19.0%,0.6,0.9,61.3%,0.7,1.8,2.5,0.9,0.6,0.4,0.9,0.8
Kianna Smith  K Smith,"$8,382",UFA,11,0,10.2,2.6,1.0,3.2,31.4%,0.5,1.5,35.3%,0.5,1.6,27.8%,0.2,0.2,100.0%,0.5,0.4,0.8,0.5,0.4,0.4,0.0,1.0
Kianna Smith  K Smith,"$9,285",UFA,11,0,10.2,2.6,1.0,3.2,31.4%,0.5,1.5,35.3%,0.5,1.6,27.8%,0.2,0.2,100.0%,0.5,0.4,0.8,0.5,0.4,0.4,0.0,1.0
Jocelyn Willoughby  J Willoughby,"$70,127",--,11,4,11.0,2.6,1.0,2.4,42.3%,0.7,1.4,53.3%,0.3,1.0,27.3%,0.4,0.7,50.0%,0.2,1.5,1.6,0.4,0.8,0.5,0.2,0.7
Veronica Burton  V Burton,"$69,224",Rookie,36,6,15.2,2.6,0.7,2.1,32.9%,0.4,0.9,39.4%,0.3,1.2,27.9%,0.9,0.9,100.0%,0.5,1.0,1.5,1.9,1.0,0.9,0.3,1.4
Kia Vaughn  K Vaughn,"$110,000",UFA,29,1,13.8,2.5,1.1,2.8,40.0%,1.1,2.7,40.5%,0.0,0.0,0.0%,0.3,0.4,69.2%,1.0,2.2,3.2,0.9,1.2,0.3,0.3,1.7
Ruthy Hebard  R Hebard,"$73,211",--,24,0,9.7,2.3,1.0,2.0,51.0%,1.0,2.0,51.0%,0.0,0.0,--,0.3,0.3,75.0%,0.3,1.4,1.7,0.5,0.5,0.3,0.1,1.2
DiDi Richards  D Richards,"$62,774",Rookie,14,0,11.1,2.3,0.8,2.6,30.6%,0.6,1.8,32.0%,0.2,0.8,27.3%,0.5,0.7,70.0%,0.4,1.4,1.7,1.4,0.9,0.1,0.4,1.8
Kiah Stokes  K Stokes,"$115,000",UFA,31,4,15.3,2.3,0.8,2.0,42.6%,0.7,1.2,56.8%,0.2,0.8,20.8%,0.4,0.5,81.3%,0.9,3.5,4.4,0.6,0.6,0.5,0.8,1.3
Khayla Pointer  K Pointer,"$37,121",ROS,10,0,5.8,2.2,0.7,1.2,58.3%,0.6,0.8,75.0%,0.1,0.4,25.0%,0.7,1.4,50.0%,0.1,0.7,0.8,0.2,0.9,0.2,0.0,0.2
Reshanda Gray  R Gray,"$15,000",UFA,27,0,8.8,2.2,0.9,2.1,43.9%,0.8,1.6,51.2%,0.1,0.5,21.4%,0.2,0.3,66.7%,0.6,1.4,2.0,0.4,1.0,0.3,0.2,2.1
Reshanda Gray  R Gray,"$19,999",UFA,27,0,8.8,2.2,0.9,2.1,43.9%,0.8,1.6,51.2%,0.1,0.5,21.4%,0.2,0.3,66.7%,0.6,1.4,2.0,0.4,1.0,0.3,0.2,2.1
Reshanda Gray  R Gray,"$36,428",UFA,27,0,8.8,2.2,0.9,2.1,43.9%,0.8,1.6,51.2%,0.1,0.5,21.4%,0.2,0.3,66.7%,0.6,1.4,2.0,0.4,1.0,0.3,0.2,2.1
Beatrice Mompremier  B Mompremier,"$60,471",Reserved,21,0,8.3,2.1,1.0,2.1,45.5%,1.0,2.1,45.5%,0.0,0.0,--,0.2,0.6,38.5%,1.0,1.9,2.8,0.4,0.7,0.1,0.6,1.3
Nia Clouden  N Clouden,"$66,306",Rookie,28,0,8.9,2.1,0.6,1.9,34.0%,0.2,0.9,25.0%,0.4,1.0,41.4%,0.4,0.6,58.8%,0.1,0.8,0.8,0.8,0.4,0.2,0.0,0.9
Joyner Holmes  J Holmes,"$30,535",UFA,26,0,7.9,2.0,0.7,2.3,31.1%,0.5,1.5,35.9%,0.2,0.8,22.7%,0.4,0.5,76.9%,0.2,1.1,1.3,0.5,0.7,0.3,0.1,0.8
Joyner Holmes  J Holmes,"$14,968",UFA,26,0,7.9,2.0,0.7,2.3,31.1%,0.5,1.5,35.9%,0.2,0.8,22.7%,0.4,0.5,76.9%,0.2,1.1,1.3,0.5,0.7,0.3,0.1,0.8
Joyner Holmes  J Holmes,"$12,573",UFA,26,0,7.9,2.0,0.7,2.3,31.1%,0.5,1.5,35.9%,0.2,0.8,22.7%,0.4,0.5,76.9%,0.2,1.1,1.3,0.5,0.7,0.3,0.1,0.8
Anneli Maley  A Maley,"$8,083",Hardship,4,0,11.1,2.0,0.8,1.5,50.0%,0.3,0.8,33.3%,0.5,0.8,66.7%,0.0,0.0,--,0.8,1.0,1.8,0.8,0.3,0.8,0.3,1.5
Charli Collier  C Collier,"$71,441",Rookie,17,0,4.6,2.0,0.7,1.6,44.4%,0.7,1.5,48.0%,0.0,0.1,0.0%,0.6,0.8,71.4%,0.2,0.4,0.6,0.1,0.6,0.1,0.0,1.1
Mercedes Russell  M Russell,"$160,000",RFA,5,0,10.7,2.0,0.8,1.6,50.0%,0.8,1.6,50.0%,0.0,0.0,--,0.4,0.6,66.7%,0.4,1.4,1.8,0.2,1.4,0.0,0.0,1.4
Rui Machida  R Machida,"$60,471",UFA,36,2,12.9,1.8,0.7,2.3,31.0%,0.5,1.4,38.0%,0.2,0.9,20.6%,0.2,0.3,66.7%,0.2,0.9,1.1,2.6,1.1,0.4,0.1,0.7
Stephanie Jones  S Jones,"$3,143",Hardship,5,0,5.3,1.8,0.6,1.6,37.5%,0.4,1.2,33.3%,0.2,0.4,50.0%,0.4,0.4,100.0%,0.2,0.2,0.4,0.4,0.0,0.2,0.0,1.0
Stephanie Jones  S Jones,"$1,796",Hardship,5,0,5.3,1.8,0.6,1.6,37.5%,0.4,1.2,33.3%,0.2,0.4,50.0%,0.4,0.4,100.0%,0.2,0.2,0.4,0.4,0.0,0.2,0.0,1.0
Li Yueru  L Yueru,"$60,471",--,16,0,5.1,1.8,0.5,1.1,44.4%,0.5,1.1,44.4%,0.0,0.0,--,0.8,0.8,100.0%,0.3,1.2,1.5,0.1,0.8,0.1,0.1,0.6
Rae Burrell  R Burrell,"$66,306",Rookie,3,1,14.5,1.7,0.3,3.0,11.1%,0.0,1.0,0.0%,0.3,2.0,16.7%,0.7,0.7,100.0%,0.3,0.7,1.0,0.3,0.3,0.7,0.0,1.3
Jasmine Walker  J Walker,"$68,552",Rookie,32,1,8.8,1.6,0.6,2.4,25.0%,0.3,0.8,34.6%,0.3,1.6,20.0%,0.1,0.1,100.0%,0.4,1.1,1.5,0.2,0.5,0.2,0.1,0.9
Sydney Colson  S Colson,"$72,141",UFA,18,0,6.8,1.6,0.6,1.8,31.3%,0.4,1.2,33.3%,0.2,0.6,27.3%,0.3,0.3,100.0%,0.2,0.3,0.4,1.0,0.4,0.1,0.0,0.8
Aisha Sheppard  A Sheppard,"$63,389",Rookie,23,0,7.6,1.5,0.4,1.8,23.8%,0.0,0.4,11.1%,0.4,1.4,27.3%,0.3,0.3,75.0%,0.3,0.3,0.6,0.3,0.3,0.2,0.0,1.1
Kristine Anigwe  K Anigwe,"$36,428",UFA,10,1,6.5,1.5,0.5,1.0,50.0%,0.5,1.0,50.0%,0.0,0.0,--,0.5,1.0,50.0%,0.5,0.8,1.3,0.2,0.6,0.1,0.2,1.2
Kamiah Smalls  K Smalls,"$4,041",Hardship,3,0,11.3,1.3,0.7,2.7,25.0%,0.7,1.3,50.0%,0.0,1.3,0.0%,0.0,0.0,--,0.0,1.7,1.7,2.0,1.3,1.3,0.0,2.0
Kierstan Bell  K Bell,"$66,306",Rookie,21,1,5.8,1.3,0.5,1.6,30.3%,0.3,0.5,63.6%,0.1,1.0,13.6%,0.2,0.2,100.0%,0.2,0.7,0.9,0.3,0.2,0.1,0.1,0.5
Rennia Davis  R Davis,"$1,347",Hardship,8,0,5.4,1.3,0.6,1.6,38.5%,0.6,1.4,45.5%,0.0,0.3,0.0%,0.0,0.0,--,0.4,0.6,1.0,0.1,0.4,0.3,0.0,0.4
Rennia Davis  R Davis,"$18,560",Hardship,8,0,5.4,1.3,0.6,1.6,38.5%,0.6,1.4,45.5%,0.0,0.3,0.0%,0.0,0.0,--,0.4,0.6,1.0,0.1,0.4,0.3,0.0,0.4
Kiana Williams  K Williams,"$3,143",UFA,4,0,7.3,1.3,0.5,2.0,25.0%,0.3,1.0,25.0%,0.3,1.0,25.0%,0.0,0.0,--,0.0,0.5,0.5,1.3,0.5,0.0,0.0,0.3
Kiana Williams  K Williams,"$4,041",Hardship,4,0,7.3,1.3,0.5,2.0,25.0%,0.3,1.0,25.0%,0.3,1.0,25.0%,0.0,0.0,--,0.0,0.5,0.5,1.3,0.5,0.0,0.0,0.3
Jasmine Dickey  J Dickey,"$60,471",Rookie,20,0,4.7,1.1,0.4,1.7,21.2%,0.3,1.5,20.7%,0.1,0.2,25.0%,0.3,0.5,66.7%,0.3,0.3,0.6,0.1,0.3,0.2,0.1,0.5
Jazmine Jones  J Jones,"$6,586",ROS,8,0,5.8,0.8,0.3,1.0,25.0%,0.3,0.6,40.0%,0.0,0.4,0.0%,0.3,0.6,40.0%,0.0,0.3,0.3,0.1,0.4,0.3,0.0,0.6
Jazmine Jones  J Jones,"$12,573",UFA,8,0,5.8,0.8,0.3,1.0,25.0%,0.3,0.6,40.0%,0.0,0.4,0.0%,0.3,0.6,40.0%,0.0,0.3,0.3,0.1,0.4,0.3,0.0,0.6
Amy Atwell  A Atwell,"$20,955",Rookie,4,1,7.9,0.8,0.3,2.3,11.1%,0.0,0.8,0.0%,0.3,1.5,16.7%,0.0,0.0,--,0.3,0.3,0.5,0.5,0.5,0.0,0.0,0.3
Jazmine Jones  J Jones,"$2,994",ROS,8,0,5.8,0.8,0.3,1.0,25.0%,0.3,0.6,40.0%,0.0,0.4,0.0%,0.3,0.6,40.0%,0.0,0.3,0.3,0.1,0.4,0.3,0.0,0.6
Lorela Cubaj  L Cubaj,"$63,389",Rookie,11,0,8.0,0.7,0.4,1.1,33.3%,0.4,1.1,33.3%,0.0,0.0,--,0.0,0.0,--,0.8,1.3,2.1,0.4,0.5,0.0,0.2,1.1
Elissa Cunane  E Cunane,"$9,878",Hardship,3,0,3.3,0.7,0.3,0.7,50.0%,0.3,0.3,100.0%,0.0,0.3,0.0%,0.0,0.0,--,0.7,1.0,1.7,0.0,0.3,0.0,0.0,0.3
Sam Thomas  S Thomas,"$60,471",UFA,24,0,4.9,0.4,0.2,0.8,21.1%,0.1,0.2,75.0%,0.0,0.6,6.7%,0.0,0.0,100.0%,0.1,0.1,0.2,0.3,0.2,0.3,0.1,0.5
Kaila Charles  K Charles,"$1,796",Hardship,1,0,2.0,0.0,0.0,0.0,--,0.0,0.0,--,0.0,0.0,--,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Tina Krajisnik  T Krajisnik,"$8,532",Hardship,2,0,2.7,0.0,0.0,0.5,0.0%,0.0,0.5,0.0%,0.0,0.0,--,0.0,0.0,--,0.0,0.0,0.0,1.0,0.0,0.5,0.0,1.0
Kaila Charles  K Charles,$898,Hardship,1,0,2.0,0.0,0.0,0.0,--,0.0,0.0,--,0.0,0.0,--,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Hannah Sjerven  H Sjerven,"$4,490",Hardship,3,0,3.0,0.0,0.0,0.3,0.0%,0.0,0.3,0.0%,0.0,0.0,--,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7
Raina Perez  R Perez,"$2,245",Hardship,1,0,2.3,0.0,0.0,0.0,--,0.0,0.0,--,0.0,0.0,--,0.0,0.0,--,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Brittney Griner  B Griner,"$227,900",--,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Kia Nurse  K Nurse,"$73,542",RFA,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
